Point;Latitude;Longitude;Contexte;Integration;NORTAV;NORTNAV;NORTXAV;NORTRAV;NORTXQ90;NORTXQ10;NORTNQ10;NORTNQ90;NORTXND;NORTNND;NORTNHT;NORTXHWD;NORTNCWD;NORTNFD;NORTXFD;NORSD;NORTR;NORHDD;NORCDD;
9364;46.233;2.4921;RCP8.5;H2;12.51;8.81;16.22;7.41;28.05;5.88;0.62;17.44;112;9;81;53;1;28;5;61;14;2091.57;356.75;
9365;46.2329;2.5958;RCP8.5;H2;12.27;8.69;15.84;7.15;27.69;5.55;0.54;17.33;112;9;82;53;1;30;5;58;14;2157.98;337.5;
9366;46.2326;2.6996;RCP8.5;H2;12.01;8.59;15.44;6.85;27.22;5.23;0.41;17.31;111;10;84;52;1;32;6;53;14;2227.7;317.67;
9367;46.2322;2.8033;RCP8.5;H2;11.94;8.52;15.37;6.85;27.18;5.2;0.33;17.05;111;10;83;53;2;32;6;52;13;2242.19;308.03;
9368;46.2317;2.907;RCP8.5;H2;12.64;8.5;16.77;8.27;28.75;6.13;0.32;16.88;113;9;76;54;1;32;5;71;9;2066.9;372.7;
9369;46.2311;3.0107;RCP8.5;H2;12.09;7.83;16.36;8.53;28.45;5.56;-0.42;16.33;115;9;80;55;1;43;6;65;7;2214.93;330.42;
9370;46.2305;3.1144;RCP8.5;H2;12.73;8.16;17.3;9.13;29.34;6.45;0.01;16.51;115;9;81;55;1;36;4;77;7;2053.47;391.62;
9371;46.2297;3.2181;RCP8.5;H2;12.88;8.16;17.61;9.45;29.67;6.6;-0.14;16.54;117;10;85;56;1;37;4;80;8;2019.08;410.51;
9372;46.2289;3.3218;RCP8.5;H2;12.87;8.1;17.64;9.54;29.74;6.63;-0.22;16.52;116;9;79;57;1;39;4;81;6;2026.55;412.97;
9373;46.2279;3.4255;RCP8.5;H2;12.72;7.9;17.53;9.63;29.8;6.42;-0.55;16.4;117;10;82;58;2;44;4;79;6;2069.88;402.44;
9374;46.2269;3.5292;RCP8.5;H2;12.54;7.76;17.31;9.55;29.6;6.18;-0.71;16.28;117;10;82;58;1;46;5;76;6;2117.46;386.9;
9375;46.2257;3.6329;RCP8.5;H2;12.58;7.74;17.42;9.68;29.94;6.01;-0.82;16.41;120;10;84;60;1;47;6;81;7;2120.03;404.36;
9376;46.2245;3.7366;RCP8.5;H2;12.07;7.51;16.63;9.11;29.26;5.36;-0.87;16.09;118;10;82;59;1;50;8;71;3;2245.88;350.84;
9377;46.2232;3.8403;RCP8.5;H2;12.73;7.91;17.56;9.64;30.38;5.98;-0.55;16.44;120;11;82;59;1;44;5;82;4;2082.96;419.62;
9378;46.2218;3.9439;RCP8.5;H2;12.39;7.9;16.88;8.97;29.54;5.5;-0.54;16.69;116;9;83;58;1;45;6;76;8;2178.23;394.38;
9379;46.2202;4.0476;RCP8.5;H2;12.3;7.81;16.78;8.97;29.24;5.5;-0.56;16.58;116;9;78;58;0;45;6;74;7;2201.04;384.25;
9380;46.2186;4.1513;RCP8.5;H2;12.19;8.39;15.99;7.6;28.32;4.63;-0.02;17.19;111;8;71;54;1;37;8;68;10;2230.03;374.69;
9381;46.2169;4.2549;RCP8.5;H2;12.32;8.34;16.3;7.95;28.83;4.81;-0.22;17.05;116;9;71;57;1;39;7;71;9;2199.29;388.48;
9382;46.2151;4.3586;RCP8.5;H2;11.96;8.65;15.27;6.63;27.66;4.06;-0.12;18.12;114;8;86;54;1;38;11;60;19;2321.75;385.87;
9383;46.2132;4.4622;RCP8.5;H2;11.49;8.08;14.89;6.81;27.26;3.71;-0.75;17.7;117;9;93;55;2;47;12;56;17;2452.08;350.15;
9384;46.2112;4.5659;RCP8.5;H2;11.96;8.41;15.5;7.09;27.86;4.39;-0.46;18.16;119;7;97;59;0;42;9;61;21;2331.99;393.82;
9385;46.2091;4.6695;RCP8.5;H2;12.82;9.09;16.56;7.47;29.13;5.25;0.22;18.85;117;6;92;59;0;34;6;74;25;2122.24;486.63;
9386;46.2069;4.7731;RCP8.5;H2;13.66;9.78;17.54;7.76;29.93;6.19;1.17;18.94;107;5;76;50;0;22;4;86;26;1895.26;551.19;
9387;46.2047;4.8768;RCP8.5;H2;13.54;9.4;17.69;8.29;30.12;6.17;0.52;18.46;112;8;79;55;0;29;4;87;20;1926.92;541.43;
9388;46.2023;4.9804;RCP8.5;H2;13.55;9.4;17.69;8.29;30.13;6.18;0.53;18.46;112;8;79;55;0;29;4;87;20;1924.9;542.21;
9389;46.1998;5.084;RCP8.5;H2;13.44;9.29;17.59;8.3;30.11;6.12;0.35;18.25;113;9;82;56;0;31;4;86;17;1946.75;525.06;
9390;46.1973;5.1875;RCP8.5;H2;13.37;9.27;17.48;8.2;30.02;6;0.31;18.34;112;9;83;56;1;32;5;85;19;1967.44;523.86;
9391;46.1946;5.2911;RCP8.5;H2;12.83;8.7;16.97;8.27;29.64;5.39;-0.39;17.84;114;9;86;58;1;42;7;80;16;2107.91;474.68;
9392;46.1919;5.3947;RCP8.5;H2;12.82;8.47;17.17;8.7;29.62;5.58;-1.07;18.44;117;9;102;58;1;52;7;80;25;2144.1;506.72;
9393;46.189;5.4982;RCP8.5;H2;11.93;7.96;15.89;7.93;28.39;4.39;-1.54;18.29;120;9;106;58;1;56;10;64;24;2372.52;421.42;
9394;46.1861;5.6018;RCP8.5;H2;11.06;7.37;14.75;7.37;27.23;3.34;-1.74;17.31;116;7;97;56;1;61;12;53;16;2589.76;333.41;
9395;46.183;5.7053;RCP8.5;H2;11.04;7.34;14.75;7.41;27.38;3.35;-1.68;16.99;117;7;96;56;0;60;11;56;10;2573.92;312.57;
9396;46.1799;5.8088;RCP8.5;H2;10.51;6.92;14.09;7.17;26.71;2.82;-2.02;16.65;118;7;97;56;1;67;15;49;8;2723.86;273.2;
9397;46.1767;5.9123;RCP8.5;H2;11.92;8.17;15.68;7.51;28.26;4.3;-0.71;17.93;115;4;96;56;0;45;7;66;21;2355.93;401.74;
9398;46.1734;6.0158;RCP8.5;H2;13.03;9.44;16.63;7.19;28.9;5.36;0.78;18.56;103;3;83;47;0;27;4;75;24;2038.62;476.35;
9400;46.1664;6.2228;RCP8.5;H2;12.59;8.87;16.31;7.44;28.65;5.04;0.36;17.4;107;4;78;48;0;31;4;71;12;2120.7;401.52;
9401;46.1628;6.3263;RCP8.5;H2;11.62;8.11;15.12;7.01;27.67;3.67;-0.49;16.88;111;5;86;57;0;43;9;60;7;2387.08;325.79;
9402;46.1591;6.4297;RCP8.5;H2;10.75;6.72;14.79;8.07;27.39;3.1;-1.71;15.05;114;5;78;60;0;63;12;58;1;2607.17;243.69;
9403;46.1553;6.5331;RCP8.5;H2;8.17;5.25;11.09;5.84;22.74;0.36;-3.29;14.31;106;4;83;50;0;89;33;17;2;3373.17;103.9;
9404;46.1514;6.6366;RCP8.5;H2;8.7;5.69;11.71;6.03;23.59;0.63;-3.12;14.84;113;4;94;55;0;93;30;25;1;3205.75;122.08;
9405;46.1475;6.74;RCP8.5;H2;6.9;4.56;9.23;4.66;20.44;-1.06;-4.14;13.74;105;4;95;48;0;116;51;6;0;3764.92;47.17;
9472;46.2518;-1.1403;RCP8.5;H2;14.64;11.42;17.87;6.45;27.36;9.61;3.88;18.55;77;9;60;25;1;7;1;54;19;1423.35;438.3;
9473;46.2549;-1.0367;RCP8.5;H2;14.6;10.89;18.31;7.43;28.01;9.67;3.11;18.28;84;10;69;30;2;10;1;66;19;1460.03;459.07;
9474;46.2579;-0.933;RCP8.5;H2;14.61;10.89;18.33;7.44;28.18;9.61;3.18;18.26;82;10;68;30;2;10;1;69;18;1464.17;467.1;
9475;46.2609;-0.8293;RCP8.5;H2;14.58;10.85;18.31;7.46;28.34;9.56;3.2;18.26;82;10;68;29;2;10;1;71;18;1475.83;468.82;
9476;46.2637;-0.7256;RCP8.5;H2;14.49;10.64;18.34;7.7;28.51;9.34;2.88;18.28;89;10;72;31;2;12;1;73;18;1513.81;475.38;
9477;46.2665;-0.6219;RCP8.5;H2;14.45;10.59;18.31;7.73;28.55;9.31;2.81;18.32;88;10;70;32;2;11;1;74;18;1529.69;475.98;
9478;46.2692;-0.5182;RCP8.5;H2;14.46;10.61;18.31;7.7;28.65;9.3;2.81;18.29;89;9;71;34;2;11;1;75;18;1529.35;481.07;
9479;46.2717;-0.4145;RCP8.5;H2;14.33;10.49;18.17;7.68;28.54;9.13;2.7;18.13;89;9;70;34;2;12;1;73;17;1561.62;467.85;
9480;46.2742;-0.3108;RCP8.5;H2;14.08;10.22;17.94;7.72;28.53;8.84;2.47;17.87;89;9;69;35;1;14;2;72;15;1625.34;444.55;
9481;46.2766;-0.207;RCP8.5;H2;13.7;9.62;17.77;8.15;28.83;8.26;1.73;17.49;97;10;75;40;1;18;2;74;13;1748.46;431.61;
9482;46.2789;-0.1033;RCP8.5;H2;13.48;9.42;17.54;8.12;28.69;7.92;1.46;17.31;98;10;76;43;1;20;2;72;14;1808.94;416.98;
9483;46.281;0.0005;RCP8.5;H2;13.75;9.7;17.8;8.1;29.01;8.17;1.71;17.62;98;9;76;41;2;18;2;74;15;1743.21;443.83;
9484;46.2831;0.1043;RCP8.5;H2;13.74;9.74;17.73;7.99;28.84;8.07;1.73;17.78;99;9;77;42;2;17;2;73;15;1747.16;444.33;
9485;46.2851;0.208;RCP8.5;H2;13.69;9.7;17.67;7.96;28.86;7.95;1.66;17.76;99;9;77;42;1;18;2;73;15;1761.94;441.28;
9486;46.287;0.3118;RCP8.5;H2;13.42;9.28;17.57;8.29;28.82;7.73;1.18;17.24;100;10;76;43;1;23;3;73;12;1831.35;416.44;
9487;46.2888;0.4156;RCP8.5;H2;13.48;9.32;17.63;8.31;28.87;7.8;1.22;17.28;100;10;76;43;1;23;2;74;12;1817.06;421.16;
9488;46.2906;0.5194;RCP8.5;H2;13.45;9.3;17.59;8.29;28.83;7.73;1.22;17.34;100;10;76;43;1;23;2;73;12;1826.31;420.89;
9489;46.2922;0.6232;RCP8.5;H2;13.38;9.22;17.54;8.32;28.76;7.75;1.16;17.28;99;10;76;43;1;23;3;72;11;1839.15;410.82;
9490;46.2937;0.727;RCP8.5;H2;13.46;9.56;17.36;7.8;28.65;7.44;1.44;17.83;101;9;77;45;1;20;2;71;15;1830.69;428.78;
9491;46.2951;0.8308;RCP8.5;H2;13.25;9.4;17.09;7.69;28.42;7.2;1.26;17.74;103;10;77;46;1;22;3;69;14;1886.33;410.45;
9492;46.2965;0.9346;RCP8.5;H2;13.28;9.42;17.13;7.71;28.45;7.23;1.28;17.75;103;10;77;47;1;21;3;69;14;1878.78;412.76;
9493;46.2977;1.0385;RCP8.5;H2;13.49;9.56;17.41;7.85;28.56;7.51;1.49;17.79;104;9;77;47;1;19;2;73;14;1818.28;424.84;
9494;46.2988;1.1423;RCP8.5;H2;13.46;9.56;17.36;7.81;28.51;7.48;1.51;17.8;104;9;76;48;1;18;2;73;14;1824.13;421.27;
9495;46.2999;1.2461;RCP8.5;H2;13.25;9.39;17.11;7.72;28.28;7.24;1.33;17.71;104;9;78;47;1;20;2;70;14;1878.73;403.75;
9496;46.3008;1.35;RCP8.5;H2;13.06;9.24;16.89;7.65;28.1;7.04;1.11;17.63;105;9;81;48;1;22;3;66;13;1925.36;384.16;
9497;46.3017;1.4538;RCP8.5;H2;12.65;9.02;16.29;7.27;27.54;6.51;0.94;17.52;106;9;84;49;1;24;3;59;15;2030.41;347.09;
9498;46.3024;1.5577;RCP8.5;H2;13.01;9.47;16.55;7.08;27.95;6.64;1.39;17.96;108;9;82;49;1;19;3;62;19;1944.22;384.83;
9499;46.3031;1.6615;RCP8.5;H2;12.93;9.49;16.37;6.88;27.68;6.49;1.46;18.02;106;9;83;46;1;19;3;60;19;1965.01;376.89;
9500;46.3037;1.7653;RCP8.5;H2;13.08;9.65;16.51;6.86;27.86;6.62;1.71;18.25;105;8;83;47;0;17;3;62;22;1932.49;396.66;
9501;46.3042;1.8692;RCP8.5;H2;12.82;9.53;16.12;6.59;27.43;6.29;1.57;18.19;104;8;84;45;1;18;4;58;21;1996.66;372.98;
9502;46.3045;1.973;RCP8.5;H2;12.73;9.45;16;6.55;27.31;6.21;1.49;18.11;105;8;84;47;1;19;4;57;20;2018.54;361.19;
9503;46.3048;2.0769;RCP8.5;H2;12.81;9.23;16.38;7.15;27.96;6.31;1.25;17.84;109;9;81;49;1;21;4;61;16;2006.14;376.15;
9504;46.305;2.1808;RCP8.5;H2;12.43;9.07;15.79;6.71;27.36;5.81;0.98;17.77;109;9;82;49;1;24;5;56;17;2106.87;344.1;
9505;46.3051;2.2846;RCP8.5;H2;12.52;9.07;15.97;6.9;27.6;5.94;1.01;17.71;109;9;81;50;1;24;5;59;15;2083.47;352.89;
9506;46.3051;2.3885;RCP8.5;H2;12.26;8.96;15.56;6.6;27.13;5.62;0.87;17.71;109;9;83;50;1;25;5;55;16;2153.46;331.12;
9507;46.305;2.4923;RCP8.5;H2;12.53;8.85;16.22;7.37;28.04;5.93;0.71;17.55;112;8;80;52;1;28;5;61;14;2090.49;363.18;
9508;46.3048;2.5962;RCP8.5;H2;12.95;9.16;16.74;7.58;28.65;6.32;0.99;17.94;111;8;81;53;1;25;4;66;17;1993.94;413.15;
9509;46.3045;2.7;RCP8.5;H2;12.71;8.95;16.47;7.52;28.29;6.06;0.81;17.75;111;8;80;52;1;27;4;64;16;2054.21;387.29;
9510;46.3042;2.8039;RCP8.5;H2;12.65;8.91;16.4;7.49;28.23;6.01;0.75;17.58;111;8;81;52;1;27;4;63;15;2066.91;380.67;
9511;46.3037;2.9077;RCP8.5;H2;12.14;7.87;16.42;8.55;28.45;5.58;-0.45;16.53;114;9;81;56;1;43;6;67;9;2212.14;344.02;
9512;46.3031;3.0116;RCP8.5;H2;12.06;7.84;16.28;8.44;28.31;5.46;-0.49;16.54;114;9;81;55;1;44;6;65;9;2234.59;337.18;
9513;46.3025;3.1154;RCP8.5;H2;12.29;7.96;16.62;8.66;28.57;5.84;-0.36;16.53;115;9;81;54;1;41;5;69;9;2171.9;356.43;
9514;46.3017;3.2193;RCP8.5;H2;12.61;7.88;17.34;9.45;29.44;6.3;-0.58;16.46;117;10;84;56;1;44;5;77;9;2097.56;392.05;
9515;46.3008;3.3231;RCP8.5;H2;13.21;8.51;17.9;9.4;30;6.86;0.11;17.14;114;8;83;54;1;34;3;84;11;1949.92;453.41;
9516;46.2999;3.4269;RCP8.5;H2;12.97;8.2;17.73;9.54;29.87;6.71;-0.21;16.75;115;10;82;55;1;38;4;81;7;2005.35;426.22;
9517;46.2988;3.5308;RCP8.5;H2;12.71;7.94;17.49;9.55;29.68;6.42;-0.51;16.55;116;10;84;56;1;44;4;79;7;2073.49;405.29;
9518;46.2977;3.6346;RCP8.5;H2;12.55;7.93;17.16;9.24;29.44;6.09;-0.56;16.61;117;9;84;56;1;43;5;75;9;2124.35;397.5;
9519;46.2965;3.7384;RCP8.5;H2;12.09;7.55;16.63;9.08;29.14;5.42;-0.94;16.22;118;10;84;57;2;50;7;72;6;2243.8;355.66;
9520;46.2951;3.8423;RCP8.5;H2;12.36;7.78;16.95;9.17;29.42;5.85;-0.66;16.43;117;10;85;57;1;45;5;74;9;2168.97;378.07;
9521;46.2937;3.9461;RCP8.5;H2;12.46;7.93;16.99;9.06;29.44;5.72;-0.56;16.65;115;9;82;56;1;45;6;76;8;2159.1;400.26;
9522;46.2922;4.0499;RCP8.5;H2;12.37;7.8;16.93;9.12;29.41;5.62;-0.64;16.54;117;9;78;58;1;47;6;76;8;2185.38;392.65;
9523;46.2906;4.1537;RCP8.5;H2;12.16;8.35;15.97;7.61;28.33;4.61;-0.17;17.17;112;8;71;55;1;39;8;68;11;2240.7;374.05;
9524;46.2889;4.2575;RCP8.5;H2;12.18;8.37;15.98;7.62;28.52;4.62;-0.19;17.23;115;8;72;57;1;39;8;68;10;2237.53;376.05;
9525;46.2871;4.3613;RCP8.5;H2;11.97;8.36;15.59;7.23;28.03;4.28;-0.25;17.35;113;9;75;56;1;39;9;63;11;2291.4;358.88;
9526;46.2852;4.4651;RCP8.5;H2;11.8;8.38;15.22;6.84;27.59;4.01;-0.32;17.51;113;10;79;56;1;40;11;59;13;2340.07;346.43;
9527;46.2832;4.5688;RCP8.5;H2;12.14;8.48;15.79;7.31;28.25;4.54;-0.09;17.42;115;8;77;56;1;38;8;67;11;2250.53;374.27;
9528;46.2811;4.6726;RCP8.5;H2;12.35;8.21;16.48;8.27;29.2;5.02;-0.39;17.04;119;9;80;60;0;42;7;75;9;2205.74;402.33;
9529;46.2789;4.7764;RCP8.5;H2;13.52;9.64;17.4;7.77;29.82;6.04;1.02;18.83;108;6;78;52;0;23;4;85;26;1931.72;538.64;
9530;46.2766;4.8801;RCP8.5;H2;13.78;9.71;17.86;8.15;30.24;6.35;0.81;18.98;110;7;82;53;0;26;3;89;25;1875.43;575.92;
9531;46.2742;4.9838;RCP8.5;H2;13.65;9.57;17.72;8.16;30.12;6.2;0.64;18.86;110;8;82;53;0;27;4;87;24;1910.11;561.54;
9532;46.2718;5.0876;RCP8.5;H2;13.51;9.36;17.67;8.3;30.18;6.17;0.45;18.42;112;9;82;55;0;30;4;87;19;1932.14;537.44;
9533;46.2692;5.1913;RCP8.5;H2;13.46;9.36;17.56;8.2;30.07;6.06;0.37;18.45;111;8;83;55;1;31;4;86;20;1948.97;534.74;
9534;46.2665;5.295;RCP8.5;H2;13.25;9.14;17.36;8.22;29.92;5.84;0.12;18.25;112;8;84;57;1;35;5;85;18;2002.51;514.28;
9535;46.2638;5.3987;RCP8.5;H2;12.35;7.98;16.71;8.74;29.17;5.16;-1.32;17.38;117;12;95;57;2;56;7;77;17;2234.07;429.99;
9536;46.2609;5.5024;RCP8.5;H2;12.39;8.27;16.51;8.24;28.88;5;-1.24;18.52;119;8;104;59;1;53;8;73;26;2252.34;463.76;
9537;46.258;5.6061;RCP8.5;H2;11.88;7.92;15.85;7.92;28.28;4.39;-1.57;18.23;119;8;105;59;1;57;11;65;24;2383.54;417.84;
9538;46.2549;5.7098;RCP8.5;H2;10.59;6.96;14.23;7.26;26.81;2.87;-2.07;16.71;119;8;97;58;0;67;15;51;10;2704.95;285.31;
9539;46.2518;5.8134;RCP8.5;H2;9.21;6;12.41;6.41;24.76;1.49;-2.91;15.78;116;8;94;56;1;81;24;34;5;3096.67;188.75;
9540;46.2486;5.9171;RCP8.5;H2;9.59;6.31;12.87;6.56;25.19;1.84;-2.57;15.41;118;6;95;56;0;76;20;36;2;2953.37;181.53;
9541;46.2453;6.0207;RCP8.5;H2;12.52;8.67;16.37;7.7;28.77;5.13;-0.01;17.88;113;4;92;52;0;36;5;72;15;2166.61;422.09;
9544;46.2347;6.3315;RCP8.5;H2;11.2;7.56;14.83;7.27;27.31;3.42;-1.11;16.49;113;6;82;57;0;54;11;55;4;2498.75;289.91;
9545;46.231;6.4351;RCP8.5;H2;9.82;5.96;13.67;7.71;25.98;2.32;-2.53;14.54;113;6;75;57;0;80;17;44;0;2865.07;173.2;
9546;46.2272;6.5387;RCP8.5;H2;8.77;5.5;12.03;6.53;24.01;0.96;-2.96;13.96;110;4;78;51;0;90;27;27;0;3167.8;107.75;
9547;46.2233;6.6422;RCP8.5;H2;8.83;5.61;12.04;6.43;24.09;0.88;-3.17;14.44;113;4;78;52;0;93;28;27;1;3149.5;107.93;
9548;46.2193;6.7458;RCP8.5;H2;6.91;4.44;9.38;4.94;20.68;-0.97;-4.19;13.26;104;5;79;46;0;117;49;4;0;3739.32;27.79;
9614;46.3204;-1.2487;RCP8.5;H2;14.53;11.52;17.54;6.02;26.56;9.61;4.39;18.46;74;7;54;25;1;5;0;51;19;1420.69;400.39;
9615;46.3237;-1.1449;RCP8.5;H2;14.53;11.1;17.96;6.86;27.6;9.51;3.5;18.45;82;9;66;28;1;8;1;58;19;1465.28;441.91;
9616;46.3268;-1.0411;RCP8.5;H2;14.61;10.9;18.33;7.43;28.02;9.69;3.12;18.3;84;10;69;30;2;10;1;67;19;1456.69;460.47;
9617;46.3299;-0.9373;RCP8.5;H2;14.63;10.91;18.34;7.44;28.18;9.63;3.2;18.28;82;10;68;30;2;10;1;70;18;1460.85;468.47;
9618;46.3328;-0.8335;RCP8.5;H2;14.53;11.08;17.97;6.89;27.91;9.45;3.53;18.45;80;9;65;28;1;8;1;63;19;1478.1;453.2;
9619;46.3357;-0.7297;RCP8.5;H2;14.52;11.07;17.97;6.89;27.91;9.44;3.53;18.44;80;9;65;28;1;8;1;63;19;1479.82;452.34;
9620;46.3384;-0.6258;RCP8.5;H2;14.46;11;17.92;6.93;27.91;9.35;3.49;18.46;80;9;63;29;2;8;1;64;18;1498.9;450.78;
9621;46.3411;-0.522;RCP8.5;H2;14.24;10.4;18.09;7.69;28.38;9.04;2.66;18.09;89;9;70;33;2;13;1;71;17;1580.7;455.16;
9622;46.3437;-0.4181;RCP8.5;H2;14.17;10.35;18;7.66;28.42;8.94;2.58;17.96;89;9;71;34;2;13;1;71;16;1600.84;452.6;
9623;46.3461;-0.3143;RCP8.5;H2;14.08;10.22;17.94;7.72;28.52;8.84;2.46;17.86;89;9;70;35;1;14;2;72;15;1627.07;443.95;
9624;46.3485;-0.2104;RCP8.5;H2;13.75;9.89;17.61;7.72;28.34;8.39;2.17;17.49;90;9;71;34;1;16;2;69;13;1713.93;415.73;
9625;46.3508;-0.1065;RCP8.5;H2;13.82;9.72;17.93;8.21;29.01;8.37;1.76;17.53;97;10;74;41;1;17;2;75;14;1716.99;444.44;
9626;46.353;-0.0026;RCP8.5;H2;13.74;9.69;17.79;8.1;29;8.16;1.7;17.62;98;9;76;41;2;18;2;74;15;1744.91;443.42;
9627;46.3551;0.1013;RCP8.5;H2;13.66;9.69;17.64;7.95;28.76;7.97;1.67;17.74;99;9;77;42;2;18;2;72;15;1766.65;438.11;
9628;46.3571;0.2052;RCP8.5;H2;13.53;9.37;17.69;8.32;28.91;7.86;1.26;17.37;100;10;76;43;1;21;3;73;11;1800.91;424.31;
9629;46.359;0.3091;RCP8.5;H2;13.51;9.35;17.67;8.32;28.9;7.84;1.25;17.31;100;10;76;43;1;22;2;74;12;1808.07;424.01;
9630;46.3608;0.4131;RCP8.5;H2;13.52;9.36;17.69;8.33;28.91;7.86;1.26;17.32;100;10;76;43;1;22;2;74;12;1804.39;425.11;
9631;46.3625;0.517;RCP8.5;H2;13.5;9.34;17.65;8.3;28.87;7.78;1.25;17.38;100;10;76;43;1;23;2;74;13;1813.96;425.11;
9632;46.3641;0.6209;RCP8.5;H2;13.45;9.28;17.62;8.34;28.83;7.83;1.23;17.33;99;10;76;43;1;22;3;73;11;1821.3;416.71;
9633;46.3657;0.7249;RCP8.5;H2;13.76;9.76;17.76;7.99;29.05;7.79;1.67;17.92;101;9;74;45;1;17;2;76;15;1755.42;456.97;
9634;46.3671;0.8288;RCP8.5;H2;13.56;9.62;17.51;7.89;28.8;7.56;1.5;17.87;102;9;75;46;1;18;2;73;14;1804.66;438.53;
9635;46.3684;0.9328;RCP8.5;H2;13.48;9.56;17.4;7.83;28.7;7.46;1.43;17.83;102;9;75;47;1;19;2;72;14;1826.49;430.56;
9636;46.3697;1.0368;RCP8.5;H2;13.26;9.39;17.12;7.73;28.4;7.25;1.28;17.62;103;9;77;47;0;21;3;69;13;1878.3;404.93;
9637;46.3708;1.1407;RCP8.5;H2;13.2;9.37;17.04;7.67;28.28;7.17;1.28;17.64;103;9;76;47;1;21;3;68;12;1891.84;399.19;
9638;46.3718;1.2447;RCP8.5;H2;13.24;9.46;17.02;7.56;28.5;6.87;1.3;17.91;108;8;76;50;0;19;3;69;16;1896.61;416.99;
9639;46.3728;1.3487;RCP8.5;H2;13.22;9.37;17.07;7.71;28.28;7.21;1.25;17.7;105;9;79;48;1;20;3;69;13;1884.07;397.47;
9640;46.3737;1.4526;RCP8.5;H2;12.6;8.98;16.23;7.24;27.83;6.19;0.76;17.62;110;9;83;51;1;26;4;61;17;2064;362.08;
9641;46.3744;1.5566;RCP8.5;H2;13.09;9.51;16.68;7.17;28.1;6.74;1.44;17.99;108;9;81;49;1;19;3;64;19;1923.96;392.88;
9642;46.3751;1.6606;RCP8.5;H2;13.25;9.68;16.82;7.14;28.15;6.88;1.7;18.13;106;9;82;47;1;17;3;66;20;1883.1;406.57;
9643;46.3757;1.7646;RCP8.5;H2;13.16;9.69;16.64;6.95;28.02;6.73;1.75;18.25;105;8;83;47;0;17;3;64;22;1910.91;405.2;
9644;46.3761;1.8686;RCP8.5;H2;12.94;9.58;16.29;6.71;27.62;6.44;1.63;18.22;104;8;84;45;1;18;3;59;21;1968.01;383.27;
9645;46.3765;1.9726;RCP8.5;H2;12.93;9.29;16.58;7.29;28.19;6.46;1.3;17.85;109;9;80;49;1;20;4;63;17;1974.75;387.59;
9646;46.3768;2.0766;RCP8.5;H2;12.69;9.18;16.19;7.01;27.74;6.15;1.2;17.85;108;9;82;49;1;22;4;60;16;2037.2;364.88;
9647;46.377;2.1806;RCP8.5;H2;12.48;9.09;15.86;6.77;27.44;5.88;1.01;17.78;109;9;82;49;1;24;5;57;16;2093.8;348.15;
9648;46.3771;2.2845;RCP8.5;H2;12.25;8.71;15.8;7.09;27.55;5.62;0.51;17.47;112;9;82;52;1;30;5;57;13;2162.94;337.04;
9649;46.3771;2.3885;RCP8.5;H2;12.47;8.8;16.14;7.34;27.94;5.89;0.61;17.49;112;9;81;52;1;28;5;61;13;2104.97;354.98;
9650;46.377;2.4925;RCP8.5;H2;13.15;9.19;17.1;7.92;29.01;6.66;1.13;17.67;112;8;77;53;1;24;3;70;15;1931.47;417.58;
9651;46.3768;2.5965;RCP8.5;H2;13.25;9.42;17.08;7.66;28.93;6.65;1.32;18.09;111;8;78;52;1;21;3;70;17;1911.84;436.3;
9652;46.3765;2.7005;RCP8.5;H2;12.77;8.97;16.57;7.6;28.41;6.14;0.84;17.75;111;8;80;53;1;27;4;65;16;2037.28;393.3;
9653;46.3761;2.8045;RCP8.5;H2;12.42;8.01;16.83;8.82;28.93;6.04;-0.3;16.55;113;10;84;53;2;41;5;69;9;2135.79;365.77;
9654;46.3757;2.9085;RCP8.5;H2;12.49;7.98;17.01;9.03;29.13;6.06;-0.34;16.61;115;9;80;55;1;42;5;73;8;2124.11;378.52;
9655;46.3751;3.0125;RCP8.5;H2;12.05;7.83;16.26;8.43;28.28;5.43;-0.46;16.62;114;9;81;55;0;44;6;65;9;2240.98;339.16;
9656;46.3744;3.1165;RCP8.5;H2;12.24;7.94;16.54;8.59;28.47;5.77;-0.38;16.54;115;8;81;54;1;42;6;68;9;2185.65;351.89;
9657;46.3737;3.2204;RCP8.5;H2;12.72;8.19;17.26;9.07;29.41;6.32;-0.15;16.85;113;8;82;53;1;38;4;76;9;2070.26;405.57;
9658;46.3728;3.3244;RCP8.5;H2;13.21;8.52;17.91;9.4;30.01;6.87;0.11;17.15;114;8;82;54;1;34;3;84;11;1947.7;454.19;
9659;46.3719;3.4284;RCP8.5;H2;12.85;8.08;17.62;9.54;29.78;6.58;-0.34;16.66;115;10;83;55;1;41;4;80;7;2036.23;416.41;
9660;46.3708;3.5324;RCP8.5;H2;12.81;8.04;17.58;9.54;29.75;6.53;-0.38;16.63;116;10;83;56;1;42;4;79;7;2047.04;413.14;
9661;46.3697;3.6363;RCP8.5;H2;12.62;7.94;17.31;9.37;29.6;6.21;-0.54;16.59;117;9;84;56;1;43;5;77;9;2104.55;404.43;
9662;46.3684;3.7403;RCP8.5;H2;12.37;7.81;16.93;9.12;29.34;5.85;-0.68;16.59;116;9;88;55;1;46;5;74;10;2172.61;382.59;
9663;46.3671;3.8442;RCP8.5;H2;12.5;7.86;17.14;9.28;29.56;6.03;-0.62;16.6;116;9;87;56;1;45;5;76;10;2137.11;393.49;
