Point;Latitude;Longitude;Contexte;Integration;NORPAV;NORPINT;NORRR;NORPFL90;NORRR1MM;NORPXCWD;NORPN20MM;NORPXCDD;
3767;43.4117;0.512;RCP8.5;H2;2.16;6.64;787.32;67.18;115.67;8;5;27;
3768;43.4133;0.6106;RCP8.5;H2;2.17;6.6;792.28;66.91;117.53;8;6;27;
3769;43.4149;0.7092;RCP8.5;H2;1.92;6.19;701.9;66.97;110.17;8;4;30;
3770;43.4163;0.8078;RCP8.5;H2;1.9;6.11;692.73;66.9;110.2;8;4;30;
3771;43.4177;0.9064;RCP8.5;H2;1.91;6.06;699.05;67.05;112.5;8;4;29;
3772;43.4189;1.005;RCP8.5;H2;1.95;6.25;712.9;67.21;111;7;4;28;
3773;43.4201;1.1037;RCP8.5;H2;1.92;6.44;699.52;69.81;105.8;7;5;29;
3774;43.4212;1.2023;RCP8.5;H2;1.88;6.35;687.05;69.91;105.03;7;5;28;
3775;43.4222;1.3009;RCP8.5;H2;1.9;6.53;695.42;70.37;103.5;7;5;29;
3776;43.4231;1.3995;RCP8.5;H2;1.89;6.49;690.31;70.41;103.17;7;5;30;
3777;43.4239;1.4982;RCP8.5;H2;1.88;6.48;687.08;70.85;103;7;5;29;
3778;43.4246;1.5968;RCP8.5;H2;1.9;6.37;692.53;69.93;105.77;7;5;29;
3779;43.4253;1.6954;RCP8.5;H2;1.92;6.43;703.07;69.35;106.53;7;4;27;
3780;43.4258;1.7941;RCP8.5;H2;1.97;6.54;719.53;69.31;107.27;7;4;28;
3781;43.4263;1.8927;RCP8.5;H2;2.35;7.26;856.8;68.11;114.93;7;7;28;
3782;43.4266;1.9913;RCP8.5;H2;2.4;7.39;875.86;68.27;115.53;9;7;27;
3783;43.4269;2.09;RCP8.5;H2;2.56;7.7;936.11;68.02;118.33;10;9;26;
3784;43.4271;2.1886;RCP8.5;H2;2.71;8.11;989.07;68.22;118.83;10;10;26;
3785;43.4272;2.2873;RCP8.5;H2;2.72;8.15;993.41;68.14;118.47;9;11;25;
3786;43.4272;2.3859;RCP8.5;H2;2.61;7.88;951.6;67.77;117.4;9;9;24;
3787;43.4271;2.4845;RCP8.5;H2;2.62;7.98;958.14;67.91;116.67;9;9;24;
3788;43.4269;2.5832;RCP8.5;H2;3.51;9.99;1281.5;69.89;125.77;9;17;21;
3789;43.4266;2.6818;RCP8.5;H2;3.37;10.67;1231.77;76.3;112.7;9;16;23;
3790;43.4263;2.7805;RCP8.5;H2;1.96;8.82;714.96;84.21;77.83;7;7;37;
3791;43.4258;2.8791;RCP8.5;H2;1.85;8.56;674.85;84.29;75.23;7;7;38;
3792;43.4253;2.9777;RCP8.5;H2;1.71;8.11;624.16;84.29;73.23;7;6;39;
3793;43.4246;3.0764;RCP8.5;H2;1.7;7.98;619.98;84.08;74.3;7;6;37;
3794;43.4239;3.175;RCP8.5;H2;1.69;8.17;617.37;84.4;72.67;7;6;36;
3795;43.4231;3.2736;RCP8.5;H2;2.04;9.72;745.83;85.39;74.3;7;9;36;
3796;43.4222;3.3723;RCP8.5;H2;1.68;9.69;613.84;90.11;61.9;6;7;42;
3797;43.4212;3.4709;RCP8.5;H2;1.67;9.83;608.86;90.48;60.23;5;7;42;
3798;43.4201;3.5695;RCP8.5;H2;1.65;9.76;600.97;90.5;59.87;5;7;42;
3799;43.419;3.6681;RCP8.5;H2;1.61;9.51;589.74;89.72;60.17;6;7;42;
3800;43.4177;3.7667;RCP8.5;H2;1.61;9.48;587.27;89.7;60.1;6;7;42;
3809;43.4023;4.654;RCP8.5;H2;1.51;9.2;552.96;90.79;58.4;5;6;46;
3810;43.4001;4.7525;RCP8.5;H2;1.51;9.2;552.96;90.79;58.4;5;6;46;
3811;43.3979;4.8511;RCP8.5;H2;1.5;8.81;548.91;89.97;60.57;5;6;45;
3812;43.3955;4.9496;RCP8.5;H2;1.55;9.26;564.83;90.18;59.57;6;7;47;
3813;43.3931;5.0481;RCP8.5;H2;1.5;8.86;548.83;89.68;60.6;5;6;47;
3814;43.3906;5.1467;RCP8.5;H2;1.5;8.84;547.66;89.71;60.57;5;6;47;
3815;43.3879;5.2452;RCP8.5;H2;1.6;9.31;583.85;89.89;61.2;5;7;50;
3816;43.3852;5.3437;RCP8.5;H2;1.68;9.82;612.07;90.42;60.97;5;8;51;
3817;43.3824;5.4422;RCP8.5;H2;1.78;10.36;650.65;90.49;61.57;5;8;49;
3818;43.3796;5.5407;RCP8.5;H2;2.11;10.98;769.49;87.88;68.7;6;10;49;
3819;43.3766;5.6391;RCP8.5;H2;2.12;10.91;773.58;87.99;69.23;6;10;47;
3820;43.3735;5.7376;RCP8.5;H2;2.55;11.64;932.78;84.82;78.5;6;14;40;
3821;43.3704;5.836;RCP8.5;H2;2.57;11.39;939.42;83.73;80.8;6;13;39;
3822;43.3671;5.9345;RCP8.5;H2;2.5;11.14;914.56;83.67;80.37;6;13;39;
3823;43.3638;6.0329;RCP8.5;H2;2.45;11.02;896.55;83.96;79.47;6;13;36;
3824;43.3604;6.1313;RCP8.5;H2;2.4;10.97;875.28;83.89;78.1;6;12;37;
3825;43.3568;6.2297;RCP8.5;H2;2.54;12.32;926.93;86.55;73.6;6;13;40;
3826;43.3532;6.3281;RCP8.5;H2;2.43;11.77;885.9;86.62;74.03;6;12;41;
3827;43.3495;6.4265;RCP8.5;H2;2.73;13.29;996.26;87.09;73.53;6;14;39;
3828;43.3458;6.5249;RCP8.5;H2;2.82;13.61;1028.58;87.17;74.2;6;15;38;
3829;43.3419;6.6232;RCP8.5;H2;2.38;11.75;868.94;87.53;72.8;7;12;44;
3889;43.4286;-1.5615;RCP8.5;H2;3.84;9.7;1403.63;63.2;142.4;11;18;23;
3890;43.4321;-1.4629;RCP8.5;H2;3.84;9.65;1402.33;62.87;142.9;11;17;23;
3891;43.4356;-1.3644;RCP8.5;H2;3.3;8.95;1206.38;64.53;132.23;10;13;25;
3892;43.4389;-1.2658;RCP8.5;H2;3.28;9.09;1199.8;64.73;129.53;9;14;25;
3893;43.4421;-1.1673;RCP8.5;H2;3.26;8.97;1191.66;64.72;130.23;9;13;25;
3894;43.4453;-1.0687;RCP8.5;H2;3.25;8.94;1188.42;64.74;130.3;9;13;25;
3895;43.4484;-0.9701;RCP8.5;H2;3.25;8.87;1187.92;64.48;131.97;10;14;26;
3896;43.4514;-0.8715;RCP8.5;H2;3.33;9.05;1216.07;64.44;132.47;10;14;26;
3897;43.4542;-0.7729;RCP8.5;H2;3.32;8.93;1212.91;64.59;133.7;10;14;25;
3898;43.457;-0.6743;RCP8.5;H2;2.63;7.35;960.68;64.77;128.13;9;9;28;
3899;43.4597;-0.5757;RCP8.5;H2;2.65;7.4;969.26;64.76;128.4;9;9;28;
3900;43.4624;-0.477;RCP8.5;H2;2.66;7.45;972.46;64.85;127.8;10;9;27;
3901;43.4649;-0.3784;RCP8.5;H2;2.72;7.53;993.01;64.8;129.3;10;10;27;
3902;43.4673;-0.2797;RCP8.5;H2;2.75;7.59;1002.81;64.79;129.6;10;10;27;
3903;43.4697;-0.1811;RCP8.5;H2;2.76;7.66;1006.65;64.87;128.93;9;10;25;
3904;43.4719;-0.0824;RCP8.5;H2;2.81;7.86;1026.24;64.5;128.17;9;11;26;
3905;43.4741;0.0163;RCP8.5;H2;2.4;7.03;877.07;65.29;122.23;8;7;27;
3906;43.4762;0.1149;RCP8.5;H2;2.39;6.97;872.55;65.68;122.73;9;6;27;
3907;43.4782;0.2136;RCP8.5;H2;2.41;7.04;880.74;65.71;122.77;9;7;27;
3908;43.4801;0.3123;RCP8.5;H2;2.15;6.7;786.44;67.88;114.87;7;6;28;
3909;43.4819;0.411;RCP8.5;H2;2.19;6.71;798.38;67.29;116.43;7;6;26;
3910;43.4836;0.5097;RCP8.5;H2;2.2;6.76;805.25;67.31;116.67;7;6;26;
3911;43.4852;0.6085;RCP8.5;H2;2.19;6.62;799.13;67.21;118.2;7;6;27;
3912;43.4868;0.7072;RCP8.5;H2;1.92;6.17;701.43;67.37;110.73;7;4;29;
3913;43.4882;0.8059;RCP8.5;H2;1.92;6.18;701.99;67.37;110.77;7;4;29;
3914;43.4896;0.9046;RCP8.5;H2;1.93;6.19;705;67.6;110.87;7;4;29;
3915;43.4908;1.0034;RCP8.5;H2;1.9;6.1;692.75;67.5;110.33;7;4;29;
3916;43.492;1.1021;RCP8.5;H2;1.95;6.26;711.58;67.68;110.57;7;4;29;
3917;43.4931;1.2008;RCP8.5;H2;1.9;6.51;695.34;70.91;103.73;7;5;28;
3918;43.4941;1.2996;RCP8.5;H2;1.88;6.42;687.56;70.88;103.97;7;5;28;
3919;43.495;1.3983;RCP8.5;H2;1.77;6.19;645.32;70.99;100.6;6;4;29;
3920;43.4958;1.4971;RCP8.5;H2;1.86;6.44;679.7;71.1;102.43;7;5;29;
3921;43.4965;1.5959;RCP8.5;H2;1.9;6.4;693.33;70.06;105.17;7;5;28;
3922;43.4971;1.6946;RCP8.5;H2;1.93;6.47;703.6;69.36;105.33;7;5;29;
3923;43.4977;1.7934;RCP8.5;H2;1.95;6.52;713.34;68.86;106.3;8;5;30;
3924;43.4981;1.8921;RCP8.5;H2;2.17;7.28;790.9;70.39;105.93;8;6;30;
3925;43.4985;1.9909;RCP8.5;H2;2.17;7.19;793.56;70.25;107.57;7;7;26;
3926;43.4988;2.0897;RCP8.5;H2;2.17;7.3;792.52;70.63;105.7;7;7;26;
3927;43.499;2.1884;RCP8.5;H2;2.26;7.58;825.86;70.81;106.4;8;7;26;
3928;43.4991;2.2872;RCP8.5;H2;2.31;7.48;843.12;69.68;109.7;8;8;27;
3929;43.4991;2.386;RCP8.5;H2;2.27;7.34;827.4;69.23;109.43;8;7;27;
3930;43.499;2.4847;RCP8.5;H2;3.18;9.11;1162.25;66;124.7;10;13;25;
3931;43.4988;2.5835;RCP8.5;H2;3.8;10.33;1386.85;69.18;131.9;9;18;23;
3932;43.4985;2.6822;RCP8.5;H2;3.74;11.33;1366.07;75.78;118.23;8;18;25;
3933;43.4981;2.781;RCP8.5;H2;3.13;9.63;1143.93;74.34;115.77;10;13;24;
3934;43.4977;2.8798;RCP8.5;H2;3.16;9.84;1153.42;74.65;114.2;9;13;28;
3935;43.4972;2.9785;RCP8.5;H2;1.7;7.97;621.8;83.56;74.5;7;6;41;
3936;43.4965;3.0773;RCP8.5;H2;1.74;8.13;636.37;84.07;75;7;7;36;
3937;43.4958;3.176;RCP8.5;H2;2;9.31;731.51;84.79;75.87;7;8;36;
3938;43.495;3.2748;RCP8.5;H2;1.97;9.21;720.95;84.8;75.57;7;8;36;
3939;43.4941;3.3736;RCP8.5;H2;2;9.28;730.95;85.02;76.23;7;9;36;
3940;43.4931;3.4723;RCP8.5;H2;2.01;9.45;732.9;85.5;75.2;7;9;38;
3941;43.492;3.571;RCP8.5;H2;1.68;9.98;612.14;90.23;59.37;6;8;41;
3942;43.4908;3.6698;RCP8.5;H2;1.65;9.62;602.31;89.71;60.63;6;7;42;
3943;43.4896;3.7685;RCP8.5;H2;1.64;9.6;599.14;89.71;60.53;6;7;42;
3944;43.4882;3.8672;RCP8.5;H2;1.61;9.49;587.58;89.99;60.23;5;7;44;
3947;43.4836;4.1634;RCP8.5;H2;1.52;9.13;554.6;89.94;59.13;5;7;44;
3948;43.4819;4.2621;RCP8.5;H2;1.5;8.92;546.59;89.5;59.53;5;6;44;
3949;43.4801;4.3608;RCP8.5;H2;1.5;8.92;546.59;89.5;59.53;5;6;44;
3950;43.4782;4.4595;RCP8.5;H2;1.51;9.16;551.38;90.17;58.87;5;6;45;
3951;43.4762;4.5582;RCP8.5;H2;1.56;9.63;570.7;90.5;57.63;5;7;48;
3952;43.4741;4.6569;RCP8.5;H2;1.52;9.23;554.34;91.1;58.47;5;6;50;
3953;43.472;4.7556;RCP8.5;H2;1.52;9.23;554.34;91.1;58.47;5;6;50;
3954;43.4697;4.8542;RCP8.5;H2;1.51;8.89;550.82;90.27;60.57;5;6;48;
3955;43.4674;4.9529;RCP8.5;H2;1.54;9.26;564.32;90.16;59.53;6;7;47;
3956;43.4649;5.0515;RCP8.5;H2;1.54;9.23;562.17;90.16;59.5;6;7;47;
3957;43.4624;5.1502;RCP8.5;H2;1.54;8.94;561.74;89.41;61.33;5;7;50;
3958;43.4598;5.2488;RCP8.5;H2;1.63;9.36;595.36;89.45;62.23;5;7;48;
3959;43.4571;5.3475;RCP8.5;H2;1.67;9.51;609.81;89.06;62.93;5;8;49;
3960;43.4543;5.4461;RCP8.5;H2;1.82;9.35;665.96;86.34;69.83;6;8;42;
3961;43.4514;5.5447;RCP8.5;H2;1.85;9.39;674.32;85.74;70.5;5;8;41;
3962;43.4484;5.6433;RCP8.5;H2;1.9;9.39;693.72;85.55;72.37;6;9;39;
3963;43.4453;5.7419;RCP8.5;H2;2.65;11.7;967.53;83.84;81.57;6;14;38;
3964;43.4422;5.8404;RCP8.5;H2;2.53;11.33;922.44;83.59;79.7;6;14;38;
3965;43.4389;5.939;RCP8.5;H2;2.04;9.37;745.39;83.42;78;6;10;36;
3966;43.4356;6.0375;RCP8.5;H2;2.51;11.08;915.95;84.01;80.97;7;13;39;
3967;43.4322;6.1361;RCP8.5;H2;2.43;10.69;887.51;83.87;81.4;7;12;38;
3968;43.4286;6.2346;RCP8.5;H2;2.44;10.74;891.46;83.88;81.4;7;12;38;
3969;43.425;6.3331;RCP8.5;H2;2.36;10.29;860.81;83.62;82.13;6;11;37;
3970;43.4213;6.4316;RCP8.5;H2;2.28;9.96;832.1;83.14;82;7;11;38;
3971;43.4176;6.5301;RCP8.5;H2;2.33;10.11;852.33;83.19;82.83;7;11;36;
3972;43.4137;6.6286;RCP8.5;H2;2.24;9.82;818.36;83.23;81.67;7;11;33;
3973;43.4097;6.7271;RCP8.5;H2;2.29;11.52;836.97;87.16;71.33;6;11;42;
3974;43.4056;6.8255;RCP8.5;H2;2.17;10.99;793.59;87.08;70.47;6;11;42;
4033;43.5039;-1.4677;RCP8.5;H2;3.81;9.59;1390.69;62.9;142.5;11;17;23;
4034;43.5074;-1.369;RCP8.5;H2;2.9;7.84;1058.39;64.15;132.37;10;11;25;
4035;43.5107;-1.2704;RCP8.5;H2;3.2;8.51;1169.38;63.87;134.87;10;13;25;
4036;43.514;-1.1717;RCP8.5;H2;3.23;8.96;1180.75;64.7;129.27;9;13;25;
4037;43.5171;-1.073;RCP8.5;H2;3.18;8.35;1162.73;63.89;136.57;10;12;25;
4038;43.5202;-0.9743;RCP8.5;H2;3.2;8.41;1169.84;63.62;137.1;10;13;25;
4039;43.5232;-0.8756;RCP8.5;H2;3.28;8.93;1196.99;64.46;132.13;10;14;26;
4040;43.5261;-0.7768;RCP8.5;H2;3.35;9;1224.6;64.65;134.1;10;14;25;
4041;43.5289;-0.6781;RCP8.5;H2;2.6;7.28;950.95;64.68;127.97;9;8;28;
4042;43.5316;-0.5793;RCP8.5;H2;2.63;7.35;961.49;64.72;128.13;9;9;28;
4043;43.5342;-0.4806;RCP8.5;H2;2.64;7.4;964.81;64.8;127.73;10;9;27;
4044;43.5367;-0.3818;RCP8.5;H2;2.69;7.48;983.43;64.75;128.8;10;9;27;
4045;43.5392;-0.283;RCP8.5;H2;2.71;7.51;990.21;64.76;129.23;10;10;27;
4046;43.5415;-0.1843;RCP8.5;H2;2.7;7.54;987.88;64.78;128.5;9;9;25;
4047;43.5438;-0.0855;RCP8.5;H2;2.75;7.72;1003.4;64.4;127.6;9;10;26;
4048;43.546;0.0133;RCP8.5;H2;2.38;6.96;867.92;65.25;122.2;8;7;27;
4049;43.5481;0.1121;RCP8.5;H2;2.37;6.93;866.05;65.63;122.47;9;6;27;
4050;43.55;0.211;RCP8.5;H2;2.17;6.73;791.65;68.14;115.3;8;6;28;
4051;43.5519;0.3098;RCP8.5;H2;2.14;6.65;780.24;67.84;114.73;7;6;28;
4052;43.5538;0.4086;RCP8.5;H2;2.17;6.66;792.27;67.22;116.33;7;6;26;
4053;43.5555;0.5074;RCP8.5;H2;2.2;6.74;802.4;67.32;116.63;7;6;26;
4054;43.5571;0.6063;RCP8.5;H2;2.16;6.56;790.64;67.13;118;7;6;27;
4055;43.5586;0.7051;RCP8.5;H2;2.03;6.73;741.25;69.35;107.53;7;5;29;
4056;43.5601;0.804;RCP8.5;H2;1.89;6.1;691.74;67.28;110.5;7;4;29;
4057;43.5614;0.9028;RCP8.5;H2;1.94;6.21;708.44;67.6;111.03;7;4;29;
4058;43.5627;1.0017;RCP8.5;H2;1.88;6.06;686.52;67.42;110.07;7;4;29;
4059;43.5639;1.1006;RCP8.5;H2;1.91;6.15;699.32;67.52;110.5;7;4;29;
4060;43.565;1.1994;RCP8.5;H2;1.91;6.35;698.33;69.73;106.63;7;5;27;
4061;43.566;1.2983;RCP8.5;H2;1.86;6.21;678.09;69.11;105.97;7;5;27;
4062;43.5669;1.3972;RCP8.5;H2;1.75;6.15;639.88;70.96;100.37;6;4;29;
4063;43.5677;1.496;RCP8.5;H2;1.87;6.31;683.11;69.99;104.97;7;5;29;
4064;43.5684;1.5949;RCP8.5;H2;1.9;6.4;693.33;70.06;105.17;7;5;28;
4065;43.569;1.6938;RCP8.5;H2;1.93;6.5;706.67;69.38;105.33;7;5;29;
4066;43.5696;1.7927;RCP8.5;H2;2.14;7.19;780.28;70.32;105.67;8;6;30;
4067;43.57;1.8916;RCP8.5;H2;2.17;7.29;792.19;70.4;105.97;8;6;30;
4068;43.5704;1.9905;RCP8.5;H2;2.22;7.36;812.16;70.32;107.57;7;7;25;
4069;43.5707;2.0893;RCP8.5;H2;2.17;7.31;793.49;70.66;105.7;7;7;26;
4070;43.5709;2.1882;RCP8.5;H2;2.16;7.27;789.27;70.63;105.67;7;7;26;
4071;43.5709;2.2871;RCP8.5;H2;2.22;7.26;809.33;69.6;108.2;8;7;27;
4072;43.5709;2.386;RCP8.5;H2;3.07;8.73;1120.73;65.68;125.37;10;12;25;
4073;43.5709;2.4849;RCP8.5;H2;3.3;9.36;1205.78;65.96;125.93;10;15;24;
4074;43.5707;2.5838;RCP8.5;H2;3.83;10.43;1397.46;69.32;131.67;9;18;23;
4075;43.5704;2.6827;RCP8.5;H2;3.82;11.73;1395.94;76.2;116.77;8;19;25;
4076;43.57;2.7816;RCP8.5;H2;3.67;11.33;1341.92;75.81;116;8;18;21;
4077;43.5696;2.8805;RCP8.5;H2;3.27;10.25;1194.39;75.02;113.5;9;14;28;
4078;43.5691;2.9793;RCP8.5;H2;3.15;9.82;1150.93;74.65;114.1;9;13;28;
4079;43.5684;3.0782;RCP8.5;H2;2.11;9.69;770.92;84.84;76.93;7;9;36;
4080;43.5677;3.1771;RCP8.5;H2;2.12;9.75;773.86;85;77.13;7;10;35;
4081;43.5669;3.276;RCP8.5;H2;2.08;9.62;761.49;84.96;76.87;7;9;35;
4082;43.566;3.3749;RCP8.5;H2;2;9.37;732.23;84.86;75.63;7;9;36;
4083;43.565;3.4737;RCP8.5;H2;1.91;9.05;698.84;84.91;74.6;7;9;37;
4084;43.5639;3.5726;RCP8.5;H2;2.13;9.87;777.09;85.45;76.43;7;10;38;
4085;43.5627;3.6715;RCP8.5;H2;2.34;10.91;855.57;84.86;76.47;7;12;38;
4086;43.5615;3.7703;RCP8.5;H2;1.7;9.33;622.39;88.18;64.4;6;8;41;
4087;43.5601;3.8692;RCP8.5;H2;1.7;9.6;621.11;88.7;62.53;6;8;43;
4088;43.5587;3.968;RCP8.5;H2;1.74;9.64;636.22;88.79;64.07;6;8;42;
4089;43.5571;4.0669;RCP8.5;H2;1.74;9.64;635.67;88.74;64;6;8;42;
4090;43.5555;4.1657;RCP8.5;H2;1.52;9.13;554.6;89.94;59.13;5;7;44;
4091;43.5538;4.2645;RCP8.5;H2;1.58;9.38;578.74;89.62;59.97;5;7;44;
4092;43.552;4.3634;RCP8.5;H2;1.58;9.38;578.74;89.62;59.97;5;7;44;
4093;43.5501;4.4622;RCP8.5;H2;1.51;9.16;551.38;90.17;58.87;5;6;45;
4094;43.5481;4.561;RCP8.5;H2;1.56;9.63;570.7;90.5;57.63;5;7;48;
4095;43.546;4.6598;RCP8.5;H2;1.56;9.64;570.92;90.48;57.63;5;7;48;
4096;43.5438;4.7586;RCP8.5;H2;1.57;9.45;572.18;90.86;59.03;5;6;49;
4097;43.5416;4.8574;RCP8.5;H2;1.57;9.2;572.16;90.05;60.77;5;7;48;
4098;43.5392;4.9562;RCP8.5;H2;1.6;9.47;583.96;90.03;60.33;5;7;45;
4099;43.5368;5.055;RCP8.5;H2;1.61;9.55;586.45;90.31;60.23;5;7;47;
4100;43.5342;5.1537;RCP8.5;H2;1.57;9.19;571.71;89.89;60.93;5;6;47;
4101;43.5316;5.2525;RCP8.5;H2;1.83;10.09;669.27;88.79;65.4;5;8;47;
4102;43.5289;5.3512;RCP8.5;H2;1.8;9.36;658.2;86.68;68.83;6;8;46;
4103;43.5261;5.45;RCP8.5;H2;1.86;9.66;680.14;86.75;68.93;6;8;46;
4104;43.5232;5.5487;RCP8.5;H2;1.99;10.21;727.52;86.91;69.7;6;10;42;
4105;43.5202;5.6474;RCP8.5;H2;1.94;9.24;707.24;85.24;74.8;6;9;38;
4106;43.5172;5.7461;RCP8.5;H2;2.12;9.68;772.8;83.86;78.37;6;10;37;
4107;43.514;5.8448;RCP8.5;H2;2.13;9.65;779.7;83.29;79.13;5;10;36;
4108;43.5108;5.9435;RCP8.5;H2;2.02;9.25;737.09;83.28;77.9;5;9;37;
4109;43.5074;6.0422;RCP8.5;H2;2.6;11.04;949.42;83.07;84.27;6;14;33;
4110;43.504;6.1409;RCP8.5;H2;2.54;10.9;928.12;83.47;83.5;6;13;33;
4111;43.5005;6.2395;RCP8.5;H2;2.49;10.71;910.87;83.44;83.47;6;13;33;
4112;43.4968;6.3382;RCP8.5;H2;2.46;10.4;899.25;82.93;84.83;7;12;34;
4113;43.4931;6.4368;RCP8.5;H2;2.35;9.91;856.74;82.89;84.73;6;12;33;
4114;43.4893;6.5354;RCP8.5;H2;2.26;9.65;826.97;82.91;83.87;6;11;34;
4115;43.4855;6.634;RCP8.5;H2;2.25;9.63;822.4;82.97;83.67;7;11;35;
4116;43.4815;6.7326;RCP8.5;H2;2.24;10.07;819.7;83.94;79.63;7;11;38;
4117;43.4774;6.8312;RCP8.5;H2;2.29;11.4;836.48;87.08;71.73;6;12;42;
4177;43.5792;-1.3737;RCP8.5;H2;2.9;7.94;1059.9;65.13;131.03;10;10;27;
4178;43.5825;-1.2749;RCP8.5;H2;3.23;8.55;1178.82;64.48;135.2;10;13;25;
4179;43.5858;-1.1761;RCP8.5;H2;3.23;8.56;1179.36;64.48;135.2;10;13;25;
4180;43.589;-1.0773;RCP8.5;H2;3.26;8.67;1190.33;64.05;134.77;10;13;24;
4181;43.592;-0.9784;RCP8.5;H2;3.24;8.52;1184.38;63.9;136.7;10;12;24;
4182;43.595;-0.8796;RCP8.5;H2;3.25;8.53;1185.44;63.9;136.73;10;12;24;
4183;43.5979;-0.7807;RCP8.5;H2;3.24;8.53;1184.83;63.95;136.6;10;13;23;
4184;43.6007;-0.6819;RCP8.5;H2;2.54;7.39;929.19;66.41;123.37;9;8;27;
4185;43.6034;-0.583;RCP8.5;H2;2.56;7.43;936.03;66.43;123.57;9;8;27;
4186;43.6061;-0.4841;RCP8.5;H2;2.64;7.71;964.04;66.42;122.6;8;9;27;
4187;43.6086;-0.3852;RCP8.5;H2;2.62;7.62;957.74;65.94;123.1;8;9;28;
4188;43.6111;-0.2863;RCP8.5;H2;2.66;7.71;970.71;65.99;123.47;8;9;28;
4189;43.6134;-0.1874;RCP8.5;H2;2.37;6.89;865.17;65.72;122.8;9;7;26;
4190;43.6157;-0.0885;RCP8.5;H2;2.33;6.88;852.34;65.25;121.2;8;6;28;
4191;43.6178;0.0104;RCP8.5;H2;2.33;6.88;852.34;65.25;121.2;8;6;28;
4192;43.6199;0.1093;RCP8.5;H2;1.98;6.43;721.56;69.02;109.43;7;5;28;
4193;43.6219;0.2083;RCP8.5;H2;2.01;6.53;733.2;69.13;109.5;7;5;28;
4194;43.6238;0.3072;RCP8.5;H2;1.99;6.37;727;68.69;111;7;5;28;
4195;43.6256;0.4062;RCP8.5;H2;1.96;6.53;716.01;69.28;106.67;7;5;29;
4196;43.6274;0.5051;RCP8.5;H2;2;6.63;728.93;69.31;107.1;7;5;29;
4197;43.629;0.6041;RCP8.5;H2;1.96;6.45;715.51;68.69;107.9;7;5;29;
4198;43.6305;0.7031;RCP8.5;H2;2.03;6.69;740.61;69.13;107.9;7;5;27;
4199;43.632;0.802;RCP8.5;H2;2.01;6.63;733.62;69.1;107.77;7;5;28;
4200;43.6333;0.901;RCP8.5;H2;1.88;6.03;684.92;67.13;110.17;7;3;29;
4201;43.6346;1;RCP8.5;H2;1.89;6.11;690.07;67.17;109.67;7;4;27;
4202;43.6358;1.099;RCP8.5;H2;1.87;6.06;683.26;67.13;109.5;7;4;27;
4203;43.6369;1.198;RCP8.5;H2;1.89;6.22;690.06;69.14;107.77;7;5;28;
4204;43.6379;1.297;RCP8.5;H2;1.87;6.17;684.46;69.1;107.63;7;5;28;
4205;43.6388;1.396;RCP8.5;H2;1.72;5.99;627.13;70.92;100.93;7;4;29;
4206;43.6396;1.495;RCP8.5;H2;1.9;6.34;692.54;69.66;106;7;5;28;
4207;43.6403;1.594;RCP8.5;H2;1.91;6.38;696.74;69.76;106.1;7;5;28;
4208;43.6409;1.693;RCP8.5;H2;2.13;7.26;778.88;71.31;104.57;7;7;27;
4209;43.6415;1.792;RCP8.5;H2;2.17;7.38;793.86;71.55;105.03;7;7;27;
4210;43.6419;1.891;RCP8.5;H2;2.16;7.34;789.73;71.5;105.07;7;7;27;
4211;43.6423;1.99;RCP8.5;H2;2.17;7.29;791.02;70.59;105.7;7;7;26;
4212;43.6426;2.089;RCP8.5;H2;2.14;7.08;780.67;70.22;107.43;7;6;28;
4213;43.6428;2.188;RCP8.5;H2;2.18;7.2;794.9;70.31;107.7;7;7;27;
4214;43.6429;2.2871;RCP8.5;H2;2.88;8.38;1052.92;66.64;122.67;9;11;26;
4215;43.6429;2.3861;RCP8.5;H2;3.15;9.15;1149.38;67.31;122.77;9;13;25;
4216;43.6428;2.4851;RCP8.5;H2;3.23;9.15;1181.54;66.49;126.37;10;13;27;
4217;43.6426;2.5841;RCP8.5;H2;3.45;9.87;1261.19;67.62;125;9;16;23;
4218;43.6423;2.6831;RCP8.5;H2;4.16;12.5;1519.8;76.92;119.1;9;20;24;
4219;43.6419;2.7821;RCP8.5;H2;3.76;10.59;1373.45;69.79;127.57;9;18;20;
4220;43.6415;2.8811;RCP8.5;H2;3.45;10.98;1259.68;76.01;112.13;8;16;23;
4221;43.641;2.9802;RCP8.5;H2;3.29;10.34;1201.81;74.97;113.57;9;14;23;
4222;43.6403;3.0792;RCP8.5;H2;2.98;9.45;1087.92;74.67;112.03;9;13;26;
4223;43.6396;3.1782;RCP8.5;H2;2.12;9.76;775.47;85.02;77.23;7;10;35;
4224;43.6388;3.2772;RCP8.5;H2;2.09;9.63;762.41;84.97;76.9;7;9;35;
4225;43.6379;3.3762;RCP8.5;H2;2.03;9.44;740.4;84.86;75.93;7;10;36;
4226;43.6369;3.4752;RCP8.5;H2;2;9.23;729.37;85.12;76.47;7;10;38;
4227;43.6358;3.5741;RCP8.5;H2;2.06;9.41;751.83;85.13;77.4;7;10;38;
4228;43.6346;3.6731;RCP8.5;H2;2.35;10.94;859.69;84.9;76.7;7;13;38;
4229;43.6334;3.7721;RCP8.5;H2;2.28;10.68;833.76;84.84;76.1;7;12;38;
4230;43.632;3.8711;RCP8.5;H2;1.73;9.69;631.39;88.63;63.03;6;8;43;
