Point;Latitude;Longitude;Contexte;Integration;NORPAV;NORPINT;NORRR;NORPFL90;NORRR1MM;NORPXCWD;NORPN20MM;NORPXCDD;
5101;44.0373;5.1787;RCP8.5;H3;1.72;9.03;627.08;86.08;67.73;5;6;46;
5102;44.0347;5.2784;RCP8.5;H3;2.08;9.53;758.47;82.65;77.77;7;9;38;
5103;44.0319;5.378;RCP8.5;H3;2.25;9.9;822.48;82.38;81.33;7;10;36;
5104;44.0291;5.4776;RCP8.5;H3;2.26;10.07;825.66;82.61;80.33;7;10;36;
5105;44.0262;5.5772;RCP8.5;H3;2.19;9.66;799.71;82.81;81.13;7;9;37;
5106;44.0232;5.6768;RCP8.5;H3;2.19;9.4;798.63;81.13;83;6;9;35;
5107;44.0201;5.7764;RCP8.5;H3;2.17;9.35;794;81.08;82.87;6;9;35;
5108;44.0169;5.876;RCP8.5;H3;2.03;8.92;740.79;81.58;81.27;6;9;36;
5109;44.0136;5.9755;RCP8.5;H3;1.82;7.39;664.76;77.07;87.43;6;5;34;
5110;44.0102;6.0751;RCP8.5;H3;2.01;7.81;734.24;76.47;91.27;7;7;34;
5111;44.0068;6.1746;RCP8.5;H3;2.08;8.15;759.63;76.19;90.6;7;7;33;
5112;44.0032;6.2741;RCP8.5;H3;2.19;8.8;799.36;77.29;88.47;7;9;34;
5113;43.9996;6.3736;RCP8.5;H3;2.74;10.54;1001.3;78.67;93;6;13;33;
5114;43.9958;6.4731;RCP8.5;H3;2.58;10.32;941.71;80.83;89.4;7;12;31;
5115;43.992;6.5726;RCP8.5;H3;2.57;10.3;938.59;80.89;89.27;7;12;31;
5116;43.9881;6.6721;RCP8.5;H3;2.56;9.83;934.15;79.24;92.97;6;10;29;
5117;43.9841;6.7716;RCP8.5;H3;2.12;7.97;774.98;76.82;94.57;7;8;30;
5118;43.98;6.871;RCP8.5;H3;3.09;11.54;1128.87;81.75;95.93;6;16;31;
5119;43.9758;6.9704;RCP8.5;H3;2.97;11.42;1084.29;80.46;92.67;7;15;33;
5120;43.9715;7.0698;RCP8.5;H3;3.16;11.48;1153.29;79.41;98.4;8;16;32;
5121;43.9671;7.1692;RCP8.5;H3;2.52;8.91;918.99;76.5;100.63;7;11;33;
5122;43.9627;7.2686;RCP8.5;H3;2.8;11.84;1023.54;84.82;84.3;6;15;34;
5123;43.9581;7.368;RCP8.5;H3;2.32;9.37;845.96;82.16;88.23;7;10;37;
5124;43.9535;7.4673;RCP8.5;H3;3.25;11.94;1188.13;81.22;97.57;7;16;32;
5125;43.9487;7.5667;RCP8.5;H3;2.28;8.98;833.32;79.92;90.07;8;10;35;
5179;44.0854;-1.307;RCP8.5;H3;2.15;6.98;783.68;69.45;109.87;9;6;31;
5180;44.0887;-1.2073;RCP8.5;H3;2.16;7.01;787.23;69.46;110.03;9;6;31;
5181;44.0919;-1.1076;RCP8.5;H3;2.54;7.92;927.36;68.35;115.47;10;8;32;
5182;44.095;-1.0079;RCP8.5;H3;2.54;7.73;928.45;67.82;118.53;9;9;32;
5183;44.098;-0.9082;RCP8.5;H3;2.58;7.96;943.35;67.97;116.93;9;9;31;
5184;44.1009;-0.8085;RCP8.5;H3;2.63;7.89;959.69;68;120.03;10;9;32;
5185;44.1038;-0.7087;RCP8.5;H3;2.6;7.98;948.32;68.11;116.93;9;9;33;
5186;44.1065;-0.609;RCP8.5;H3;2.23;7.06;815.04;68.51;113.5;9;7;33;
5187;44.1092;-0.5092;RCP8.5;H3;2.27;7.15;830.45;68.53;114.4;8;7;33;
5188;44.1117;-0.4094;RCP8.5;H3;2.26;7.13;826.33;68.59;114;9;7;34;
5189;44.1142;-0.3097;RCP8.5;H3;2.26;7.12;825.67;68.59;114.03;9;7;34;
5190;44.1166;-0.2099;RCP8.5;H3;2.29;7.24;836.59;68.42;113.37;9;7;33;
5191;44.1188;-0.1101;RCP8.5;H3;2.21;7.3;805.38;69.67;108.4;8;7;34;
5192;44.121;-0.0103;RCP8.5;H3;2.2;7.3;804.77;69.67;108.37;8;7;34;
5193;44.1231;0.0895;RCP8.5;H3;2.02;6.8;737.83;69.5;106.23;8;5;34;
5194;44.1252;0.1894;RCP8.5;H3;2.01;6.78;734.86;69.46;106.13;8;5;34;
5195;44.1271;0.2892;RCP8.5;H3;1.76;6.21;642.18;70.9;100.97;8;4;35;
5196;44.1289;0.389;RCP8.5;H3;1.83;6.27;667.02;69.96;103.73;8;3;34;
5197;44.1306;0.4888;RCP8.5;H3;1.84;6.3;670.63;69.95;103.87;8;4;34;
5198;44.1323;0.5887;RCP8.5;H3;1.81;6.32;660.56;70.09;102.1;7;3;34;
5199;44.1338;0.6885;RCP8.5;H3;1.87;6.48;684.57;69.73;103.43;8;4;34;
5200;44.1353;0.7884;RCP8.5;H3;1.88;6.59;687.94;69.93;102.3;8;4;35;
5201;44.1367;0.8882;RCP8.5;H3;1.93;7.15;705.79;73.08;96.8;7;5;37;
5202;44.138;0.9881;RCP8.5;H3;1.91;7.1;698.66;73.19;96.73;7;5;36;
5203;44.1391;1.088;RCP8.5;H3;1.93;7.15;705.04;73.15;96.9;7;5;36;
5204;44.1402;1.1879;RCP8.5;H3;1.88;7.14;687.8;73.71;94.33;7;5;38;
5205;44.1412;1.2877;RCP8.5;H3;1.89;7.18;691.6;73.77;94.3;7;5;38;
5206;44.1422;1.3876;RCP8.5;H3;1.92;7.17;699.7;73.74;95.67;7;6;35;
5207;44.143;1.4875;RCP8.5;H3;1.83;6.56;668.86;71.63;99.57;8;5;34;
5208;44.1437;1.5874;RCP8.5;H3;1.85;6.61;675.74;71.65;99.9;8;5;34;
5209;44.1444;1.6873;RCP8.5;H3;2.22;8.31;811.9;74.6;95.67;7;8;36;
5210;44.1449;1.7872;RCP8.5;H3;2.28;8.28;833.41;73.82;98.67;8;9;34;
5211;44.1454;1.887;RCP8.5;H3;2.22;8.06;812.5;73.69;98.87;8;8;34;
5212;44.1457;1.9869;RCP8.5;H3;2.11;7.87;771.09;74.74;96.07;8;7;36;
5213;44.146;2.0868;RCP8.5;H3;2.1;7.64;767.43;73.88;98.57;8;7;34;
5214;44.1462;2.1867;RCP8.5;H3;2.09;7.61;764.37;73.86;98.6;8;7;34;
5215;44.1463;2.2866;RCP8.5;H3;2.23;7.16;813.97;67.73;111.27;9;6;30;
5216;44.1463;2.3865;RCP8.5;H3;2.24;7.19;817.74;67.77;111.33;9;6;30;
5217;44.1462;2.4864;RCP8.5;H3;2.31;7.49;843.76;68.58;110.3;9;6;30;
5218;44.146;2.5863;RCP8.5;H3;2.36;7.51;862.09;68.62;112.4;9;7;32;
5219;44.1457;2.6862;RCP8.5;H3;2.47;7.88;903.32;70.15;112.07;9;9;31;
5220;44.1454;2.7861;RCP8.5;H3;2.49;7.88;908.23;70.33;113.23;9;9;29;
5221;44.1449;2.886;RCP8.5;H3;2.6;8.24;949.45;71.07;113.27;8;10;28;
5222;44.1444;2.9859;RCP8.5;H3;2.54;7.7;928.12;68.99;118.43;9;9;28;
5223;44.1437;3.0858;RCP8.5;H3;2.42;8.34;882.08;72.68;103.97;8;8;32;
5224;44.143;3.1856;RCP8.5;H3;2.51;8.52;916.49;73.02;105.8;8;9;30;
5225;44.1422;3.2855;RCP8.5;H3;3.11;10.97;1136.69;77.42;102.2;8;14;31;
5226;44.1413;3.3854;RCP8.5;H3;3.29;11.22;1200.19;77.06;105.53;9;16;30;
5227;44.1403;3.4853;RCP8.5;H3;2.68;8.4;979.64;72.16;114.1;9;10;27;
5228;44.1392;3.5852;RCP8.5;H3;2.53;8.16;925.66;71.96;110.87;9;9;29;
5229;44.138;3.685;RCP8.5;H3;3.81;13.94;1390.44;81.66;97.93;9;20;37;
5230;44.1367;3.7849;RCP8.5;H3;3.82;13.26;1396.22;80.48;103.13;10;19;36;
5231;44.1353;3.8847;RCP8.5;H3;3.37;12.38;1230.02;81;97.4;10;16;38;
5232;44.1339;3.9846;RCP8.5;H3;3.19;12.1;1163.4;82.05;93.87;9;16;36;
5233;44.1323;4.0844;RCP8.5;H3;2.13;10.26;776.2;86.15;73.43;7;10;43;
5234;44.1307;4.1843;RCP8.5;H3;2.09;10.05;763.75;86.63;74.1;7;9;40;
5235;44.1289;4.2841;RCP8.5;H3;2.09;10.33;762.09;86.87;71.97;7;9;42;
5236;44.1271;4.384;RCP8.5;H3;2.05;10.2;749.74;86.74;71.63;7;9;43;
5237;44.1252;4.4838;RCP8.5;H3;2;10.07;732.13;86.66;70.73;6;9;44;
5238;44.1232;4.5836;RCP8.5;H3;2.02;10.04;738.04;85.95;71.97;6;9;42;
5239;44.1211;4.6834;RCP8.5;H3;1.73;9.18;630.82;87.05;67.03;6;7;50;
5240;44.1189;4.7832;RCP8.5;H3;1.56;8.84;568.1;88.25;62.8;5;6;50;
5241;44.1166;4.883;RCP8.5;H3;1.57;8.9;572.58;88.22;62.9;5;6;50;
5242;44.1142;4.9828;RCP8.5;H3;1.59;8.24;581.91;85.46;69;5;5;44;
5243;44.1117;5.0826;RCP8.5;H3;1.63;8.54;595.22;86.3;68.07;6;6;47;
5244;44.1092;5.1823;RCP8.5;H3;1.97;8.86;719.67;81.17;79.23;7;7;41;
5245;44.1065;5.2821;RCP8.5;H3;2.31;10.19;842.69;83.23;81.13;6;11;34;
5246;44.1038;5.3818;RCP8.5;H3;2.46;10.13;899.6;80.5;87;7;11;34;
5247;44.101;5.4816;RCP8.5;H3;2.5;10.4;912.19;81.04;86.07;7;12;34;
5248;44.098;5.5813;RCP8.5;H3;2.33;10.31;852.34;82.01;81.07;7;10;35;
5249;44.095;5.681;RCP8.5;H3;2.42;10.22;884.97;81.57;84.7;7;11;36;
5250;44.0919;5.7807;RCP8.5;H3;2.4;10.4;878.18;82.45;82.53;7;10;35;
5251;44.0887;5.8804;RCP8.5;H3;2.29;10.13;834.81;82.31;80.8;6;10;36;
5252;44.0854;5.9801;RCP8.5;H3;1.79;7.91;653.75;80.5;80.47;6;6;37;
5253;44.0821;6.0798;RCP8.5;H3;2.09;8.32;762.25;77.68;89.07;7;7;34;
5254;44.0786;6.1795;RCP8.5;H3;2.12;8.2;772.6;76.73;92.17;7;8;31;
5255;44.075;6.2791;RCP8.5;H3;2.21;8.7;807.44;77.71;91.07;7;9;32;
5256;44.0714;6.3788;RCP8.5;H3;2.4;9.61;875.58;78.46;88.97;6;11;33;
5257;44.0676;6.4784;RCP8.5;H3;2.77;9.33;1012.28;75.02;106.6;8;12;29;
5258;44.0638;6.578;RCP8.5;H3;2.75;9.83;1003.07;77.08;100.27;7;12;30;
5259;44.0599;6.6776;RCP8.5;H3;2.94;10.03;1073;74.25;105.23;7;11;30;
5260;44.0559;6.7772;RCP8.5;H3;2.81;10.12;1025.42;79.95;99.1;8;13;33;
5261;44.0518;6.8767;RCP8.5;H3;2.81;10.17;1024.63;80.11;98.53;8;13;34;
5262;44.0476;6.9763;RCP8.5;H3;2.95;10.57;1076.26;79.21;99.63;8;14;32;
5263;44.0433;7.0758;RCP8.5;H3;3.78;12.71;1379.59;77.09;106.57;8;20;33;
5264;44.0389;7.1754;RCP8.5;H3;3;10.34;1095.12;77.54;103.67;8;14;36;
5265;44.0344;7.2749;RCP8.5;H3;3.11;10.44;1137.15;75.91;106.73;8;14;35;
5266;44.0299;7.3744;RCP8.5;H3;2.77;10.48;1010.17;79.65;94.3;7;12;38;
5267;44.0252;7.4739;RCP8.5;H3;3.95;11.26;1442.55;69.87;126.07;10;18;33;
5268;44.0205;7.5733;RCP8.5;H3;3.32;13.01;1214.36;84.04;91.77;6;18;35;
5323;44.1606;-1.2118;RCP8.5;H3;2.14;6.97;781.75;69.02;110.2;9;6;36;
5324;44.1638;-1.112;RCP8.5;H3;2.53;7.89;924.07;68.34;115.47;10;8;32;
5325;44.1669;-1.0122;RCP8.5;H3;2.56;7.9;934.96;68.01;116.7;9;9;31;
5326;44.1699;-0.9123;RCP8.5;H3;2.58;7.95;941.66;67.97;116.9;9;9;31;
5327;44.1728;-0.8125;RCP8.5;H3;2.62;7.87;957.21;67.97;120.03;10;9;32;
5328;44.1756;-0.7126;RCP8.5;H3;2.6;7.93;951.14;68.05;118.27;10;9;31;
5329;44.1784;-0.6127;RCP8.5;H3;2.24;7.08;817.72;68.55;113.53;9;7;33;
5330;44.181;-0.5128;RCP8.5;H3;2.28;7.18;834.17;68.53;114.37;9;7;33;
5331;44.1836;-0.4129;RCP8.5;H3;2.27;7.14;829.07;68.6;114.13;9;7;34;
5332;44.1861;-0.313;RCP8.5;H3;2.28;7.17;832.36;68.62;114.2;9;7;34;
5333;44.1885;-0.2131;RCP8.5;H3;2.31;7.28;841.94;68.45;113.53;9;7;33;
5334;44.1907;-0.1132;RCP8.5;H3;2.01;6.74;735.33;69.29;107.07;8;5;34;
5335;44.1929;-0.0133;RCP8.5;H3;2.01;6.73;734.11;69.23;107.07;8;5;34;
5336;44.195;0.0867;RCP8.5;H3;2.01;6.77;733.71;69.45;106.13;8;5;34;
5337;44.1971;0.1866;RCP8.5;H3;2.02;6.79;736.05;69.5;106.2;8;5;34;
5338;44.199;0.2866;RCP8.5;H3;1.77;6.25;647.16;70.88;101.03;8;4;35;
5339;44.2008;0.3865;RCP8.5;H3;1.87;6.38;681.54;70.19;104.47;8;4;34;
5340;44.2025;0.4865;RCP8.5;H3;1.86;6.37;679.35;70.18;104.27;8;4;34;
5341;44.2042;0.5865;RCP8.5;H3;1.86;6.45;678.3;70.34;103.03;8;4;34;
5342;44.2058;0.6864;RCP8.5;H3;1.9;6.65;695.34;69.96;102.53;8;4;35;
5343;44.2072;0.7864;RCP8.5;H3;1.91;6.65;696.18;69.97;102.6;8;4;35;
5344;44.2086;0.8864;RCP8.5;H3;1.94;6.76;709.56;69.89;102.47;8;4;35;
5345;44.2099;0.9864;RCP8.5;H3;1.94;7.18;708.43;73.18;96.97;7;5;36;
5346;44.2111;1.0864;RCP8.5;H3;1.92;7.13;702.53;73.13;96.87;7;5;36;
5347;44.2122;1.1864;RCP8.5;H3;1.92;7.25;699.61;73.83;94.5;7;6;38;
5348;44.2132;1.2864;RCP8.5;H3;1.92;7.28;702.21;73.84;94.57;7;6;38;
5349;44.2141;1.3864;RCP8.5;H3;1.92;7.18;700.47;73.77;95.67;7;6;35;
5350;44.2149;1.4864;RCP8.5;H3;1.94;7.14;706.95;73.64;97.03;8;6;35;
5351;44.2156;1.5864;RCP8.5;H3;1.92;7.08;700.54;73.6;96.97;8;6;35;
5352;44.2163;1.6864;RCP8.5;H3;2.23;8.32;813.3;74.64;95.7;7;8;36;
5353;44.2168;1.7865;RCP8.5;H3;2.3;8.34;839.08;73.89;98.73;8;9;34;
5354;44.2173;1.8865;RCP8.5;H3;2.34;8.47;854.72;73.95;99.07;8;9;34;
5355;44.2177;1.9865;RCP8.5;H3;2.16;8.05;790.27;75;96.3;8;8;36;
5356;44.2179;2.0865;RCP8.5;H3;2.2;8.12;802.31;74.7;97.1;8;7;33;
5357;44.2181;2.1865;RCP8.5;H3;2.19;7.25;799.24;68.9;107.73;8;5;31;
5358;44.2182;2.2866;RCP8.5;H3;2.24;7.2;818.88;67.79;111.3;9;6;30;
5359;44.2182;2.3866;RCP8.5;H3;2.32;7.53;846.24;68.5;110.43;9;7;30;
5360;44.2181;2.4866;RCP8.5;H3;2.31;7.49;843.39;68.59;110.2;9;6;30;
5361;44.2179;2.5866;RCP8.5;H3;2.36;7.51;861.81;68.6;112.37;9;7;32;
5362;44.2177;2.6866;RCP8.5;H3;2.46;7.72;898.52;69.5;113.77;9;9;31;
5363;44.2173;2.7867;RCP8.5;H3;2.48;7.82;907.24;69.88;113.57;9;9;29;
5364;44.2168;2.8867;RCP8.5;H3;2.6;8.26;949.37;71.11;112.9;8;10;28;
5365;44.2163;2.9867;RCP8.5;H3;2.58;7.93;941.74;70.06;116.67;9;9;28;
5366;44.2157;3.0867;RCP8.5;H3;2.54;7.92;928.89;69.18;115.07;9;9;29;
5367;44.2149;3.1867;RCP8.5;H3;2.5;8.46;912.73;72.83;106.1;8;9;30;
5368;44.2141;3.2867;RCP8.5;H3;2.63;8.37;960.22;71.87;112.53;9;9;28;
5369;44.2132;3.3867;RCP8.5;H3;2.68;8.23;978.86;70.99;116.43;9;10;26;
5370;44.2122;3.4867;RCP8.5;H3;2.68;8.26;979.3;71.43;116.1;9;10;27;
5371;44.2111;3.5867;RCP8.5;H3;2.53;7.85;924.25;69.66;115.07;9;8;28;
5372;44.2099;3.6867;RCP8.5;H3;4.11;14.38;1500.99;81.27;102.33;10;20;36;
5373;44.2086;3.7867;RCP8.5;H3;3.98;13.86;1453.73;80.93;102.87;10;20;35;
5374;44.2072;3.8867;RCP8.5;H3;3.58;13.1;1306.3;81.62;97.87;10;17;38;
5375;44.2058;3.9867;RCP8.5;H3;3.24;12.29;1184.95;82.1;94.1;9;17;36;
5376;44.2042;4.0867;RCP8.5;H3;3.18;12.07;1159.86;82.03;93.8;9;16;36;
5377;44.2026;4.1866;RCP8.5;H3;2.08;10.02;761.35;86.65;74.07;7;9;40;
5378;44.2008;4.2866;RCP8.5;H3;2.03;10.05;742.39;86.64;71.97;7;9;43;
5379;44.199;4.3866;RCP8.5;H3;2.05;10.15;748.97;86.71;71.9;7;9;43;
5380;44.1971;4.4865;RCP8.5;H3;1.94;9.83;709.36;86.51;70.13;6;8;44;
5381;44.1951;4.5865;RCP8.5;H3;2.02;10.06;739.52;85.93;72;6;9;42;
5382;44.193;4.6864;RCP8.5;H3;1.74;9.23;634.69;87.06;67.13;6;7;50;
5383;44.1908;4.7863;RCP8.5;H3;1.59;8.97;579.24;88.28;63.13;5;6;50;
5384;44.1885;4.8862;RCP8.5;H3;1.58;8.97;578.78;88.24;63.1;5;6;50;
5385;44.1861;4.9862;RCP8.5;H3;1.64;8.48;598.66;85.66;68.93;5;6;43;
5386;44.1836;5.0861;RCP8.5;H3;1.7;8.93;620.13;86.56;67.87;6;6;48;
5387;44.1811;5.186;RCP8.5;H3;2.12;9.52;774.78;81.75;79.63;7;9;39;
5388;44.1784;5.2858;RCP8.5;H3;2.3;10.12;840.53;83.14;81.5;7;11;34;
5389;44.1757;5.3857;RCP8.5;H3;2.38;9.81;869.36;79.96;86.8;7;10;33;
5390;44.1728;5.4856;RCP8.5;H3;2.49;10.51;910.6;81.63;85.07;7;12;33;
5391;44.1699;5.5854;RCP8.5;H3;2.32;10.18;848.36;81.61;81.77;7;10;34;
5392;44.1669;5.6853;RCP8.5;H3;2.39;9.96;873.42;80.8;85.77;7;10;36;
5393;44.1638;5.7851;RCP8.5;H3;2.34;9.58;855.36;80.05;87.27;7;10;36;
5394;44.1606;5.885;RCP8.5;H3;2.16;9.32;790.61;80.81;83.1;6;9;35;
5395;44.1573;5.9848;RCP8.5;H3;1.82;8.14;663.08;80.92;79.23;6;6;37;
5396;44.1539;6.0846;RCP8.5;H3;2.13;8.61;778.98;78.23;88.2;7;8;34;
5397;44.1504;6.1844;RCP8.5;H3;2.22;8.77;811.74;77.92;90.63;7;10;31;
5398;44.1469;6.2841;RCP8.5;H3;2.11;8.45;771.67;79.21;89.3;6;9;34;
5399;44.1432;6.3839;RCP8.5;H3;2.37;9.44;866.9;79.86;89.87;7;11;34;
5400;44.1395;6.4836;RCP8.5;H3;2.52;9.57;919.43;78.86;94.3;7;11;31;
5401;44.1356;6.5834;RCP8.5;H3;2.69;9.62;983.09;76.8;100.47;7;11;29;
5402;44.1317;6.6831;RCP8.5;H3;2.77;9.76;1013.53;75.03;102.03;7;11;31;
5403;44.1277;6.7828;RCP8.5;H3;2.83;9.94;1033.63;78.78;101.73;8;13;33;
5404;44.1236;6.8825;RCP8.5;H3;2.62;9.85;955.46;80.29;94.83;7;12;34;
5405;44.1194;6.9822;RCP8.5;H3;2.62;10.37;955.79;81.33;90;8;12;37;
5406;44.1151;7.0819;RCP8.5;H3;3.09;10.41;1127.16;77.84;105.97;8;15;31;
5407;44.1107;7.1815;RCP8.5;H3;2.41;9.99;881.59;81.62;86.5;7;10;36;
5408;44.1062;7.2811;RCP8.5;H3;2.57;10.38;937.95;81.68;88.2;7;11;38;
5409;44.1017;7.3808;RCP8.5;H3;2.31;10.03;842.22;83.81;82.3;6;10;39;
5410;44.097;7.4804;RCP8.5;H3;3.45;10.81;1261.73;72.37;114.53;10;15;36;
5411;44.0922;7.58;RCP8.5;H3;2.62;9.89;958.45;80.29;94.67;6;12;36;
5466;44.2324;-1.2163;RCP8.5;H3;2.14;7;780.27;68.97;109.27;9;6;35;
5467;44.2356;-1.1164;RCP8.5;H3;2.53;7.85;925.74;68.38;116;10;8;33;
5468;44.2387;-1.0164;RCP8.5;H3;2.56;7.9;935.82;68.42;116.83;9;9;32;
5469;44.2418;-0.9164;RCP8.5;H3;2.58;7.95;942.03;68.44;116.87;9;9;32;
5470;44.2447;-0.8165;RCP8.5;H3;2.62;7.96;958.57;68.13;118.73;9;9;32;
5471;44.2475;-0.7165;RCP8.5;H3;2.62;8.01;958.56;68.28;117.87;9;10;32;
5472;44.2503;-0.6165;RCP8.5;H3;2.64;8.05;964.79;68.28;118.07;9;10;32;
5473;44.2529;-0.5165;RCP8.5;H3;2.27;7.22;827.56;68.61;112.57;9;7;33;
5474;44.2555;-0.4164;RCP8.5;H3;2.3;7.34;838.41;68.94;112.27;8;7;35;
5475;44.258;-0.3164;RCP8.5;H3;2.3;7.36;840.46;68.92;112.27;8;7;35;
5476;44.2603;-0.2164;RCP8.5;H3;2.3;7.33;839.81;68.6;112.53;8;7;33;
5477;44.2626;-0.1163;RCP8.5;H3;2.15;7.46;785.53;72.36;103.4;8;7;35;
5478;44.2648;-0.0163;RCP8.5;H3;2.02;6.77;736.21;69.14;106.5;8;5;34;
5479;44.2669;0.0838;RCP8.5;H3;2.01;6.6;733.94;69.03;109.23;9;5;32;
5480;44.269;0.1839;RCP8.5;H3;2.03;6.68;741.11;69.03;109;8;5;32;
5481;44.2709;0.284;RCP8.5;H3;1.85;6.42;675.09;70.23;102.9;8;4;35;
5482;44.2727;0.384;RCP8.5;H3;1.88;6.56;687.7;70.55;102.77;8;5;35;
5483;44.2745;0.4841;RCP8.5;H3;1.91;6.63;697.55;70.59;103.1;8;5;35;
5484;44.2761;0.5842;RCP8.5;H3;1.91;6.73;697.24;70.87;101.37;8;4;34;
5485;44.2777;0.6843;RCP8.5;H3;1.94;6.83;708;70.33;101.57;8;4;34;
5486;44.2791;0.7844;RCP8.5;H3;1.94;6.84;710.05;70.33;101.57;8;5;34;
5487;44.2805;0.8846;RCP8.5;H3;1.92;6.81;701.42;70.55;100.47;8;5;35;
5488;44.2818;0.9847;RCP8.5;H3;1.99;7.41;725.77;73.29;96.23;7;5;35;
5489;44.283;1.0848;RCP8.5;H3;1.99;7.42;727.4;73.35;96.27;7;5;35;
5490;44.2841;1.1849;RCP8.5;H3;1.99;7.11;726.59;72.63;100.53;7;6;33;
5491;44.2851;1.2851;RCP8.5;H3;2.13;7.55;776.29;72.5;101.3;7;7;34;
5492;44.286;1.3852;RCP8.5;H3;2.09;7.67;763.57;73.36;97.9;8;7;34;
5493;44.2868;1.4853;RCP8.5;H3;2.08;7.65;760.77;73.86;97.7;8;7;34;
5494;44.2876;1.5855;RCP8.5;H3;2.11;7.77;771.8;73.95;97.6;8;7;34;
5495;44.2882;1.6856;RCP8.5;H3;2.23;8.46;815.95;75.45;94.43;7;9;33;
5496;44.2888;1.7857;RCP8.5;H3;2.3;8.6;841.61;74.85;95.83;7;9;34;
5497;44.2892;1.8859;RCP8.5;H3;2.22;8.3;808.97;75.02;95.4;8;7;34;
5498;44.2896;1.986;RCP8.5;H3;2.2;8.08;801.82;74.53;97.37;8;7;36;
5499;44.2899;2.0862;RCP8.5;H3;2.24;8.21;819.79;74.46;97.93;8;8;34;
5500;44.2901;2.1863;RCP8.5;H3;2.26;7.34;825.09;68.96;110.07;8;7;29;
5501;44.2901;2.2865;RCP8.5;H3;2.34;7.59;854.11;68.33;110.23;9;7;29;
5502;44.2901;2.3866;RCP8.5;H3;2.34;7.6;855.64;68.45;110.23;9;7;29;
5503;44.2901;2.4868;RCP8.5;H3;2.48;7.95;905.17;68.67;111.83;9;8;30;
5504;44.2899;2.5869;RCP8.5;H3;2.42;7.66;885.12;68.41;113.43;9;8;28;
5505;44.2896;2.6871;RCP8.5;H3;2.45;7.78;893.37;69.13;112.6;9;8;28;
5506;44.2892;2.7872;RCP8.5;H3;2.58;7.88;940.72;68.85;116.83;9;9;31;
5507;44.2888;2.8874;RCP8.5;H3;2.75;8.64;1004.68;70.43;114.53;9;11;29;
5508;44.2882;2.9875;RCP8.5;H3;2.74;8.53;1001.44;69.97;115.4;9;11;29;
5509;44.2876;3.0877;RCP8.5;H3;2.64;8.29;964.43;70.78;114.07;9;10;30;
5510;44.2869;3.1878;RCP8.5;H3;2.63;8.27;962.13;71.68;114.07;9;10;29;
5511;44.286;3.2879;RCP8.5;H3;2.95;9.51;1076.8;74.13;111.37;9;13;29;
5512;44.2851;3.3881;RCP8.5;H3;2.79;8.42;1018.77;70.6;118.77;9;11;26;
5513;44.2841;3.4882;RCP8.5;H3;2.79;8.44;1019.65;70.72;118.63;9;11;26;
5514;44.283;3.5883;RCP8.5;H3;2.6;8.04;951.06;69.88;115.7;9;9;28;
5515;44.2818;3.6885;RCP8.5;H3;3.58;12.4;1306.59;78.88;103.8;9;16;34;
5516;44.2805;3.7886;RCP8.5;H3;4.06;14.73;1481.59;81.83;99.17;9;20;36;
5517;44.2792;3.8887;RCP8.5;H3;3.71;12.86;1356.14;80.51;103.6;10;17;33;
5518;44.2777;3.9888;RCP8.5;H3;3.31;12.47;1207.81;82.22;94.93;9;17;38;
5519;44.2761;4.0889;RCP8.5;H3;3.15;11.96;1148.92;82.02;94;9;16;38;
5520;44.2745;4.189;RCP8.5;H3;3.04;11.76;1108.57;82.29;92.43;8;15;37;
5521;44.2727;4.2891;RCP8.5;H3;1.99;9.98;725.78;86.44;70.97;7;9;46;
5522;44.2709;4.3892;RCP8.5;H3;2.03;10.16;742.7;86.53;71.43;7;9;46;
5523;44.269;4.4892;RCP8.5;H3;2.08;10.32;761.47;86.39;72.17;6;10;42;
5524;44.267;4.5893;RCP8.5;H3;1.97;9.87;720.87;86.2;71.33;6;8;44;
5525;44.2649;4.6894;RCP8.5;H3;1.6;8.94;585.37;87.38;63.87;6;6;50;
5526;44.2627;4.7894;RCP8.5;H3;1.61;9.13;587.89;88.17;62.97;6;6;52;
5527;44.2604;4.8895;RCP8.5;H3;1.73;9.03;631.93;86.21;68.3;6;7;44;
5528;44.258;4.9895;RCP8.5;H3;1.66;8.61;604.8;85.71;68.4;6;6;46;
5529;44.2555;5.0896;RCP8.5;H3;1.66;9.09;607.72;87.55;65.2;6;6;50;
5530;44.253;5.1896;RCP8.5;H3;1.94;8.9;710.39;82.58;77.77;6;8;42;
5531;44.2503;5.2896;RCP8.5;H3;2.3;10.08;838.33;81.71;81.47;7;11;39;
5532;44.2476;5.3896;RCP8.5;H3;2.49;10.64;907.7;81.76;84;6;13;34;
5533;44.2447;5.4896;RCP8.5;H3;2.49;10.66;910.26;81.77;84;6;13;33;
5534;44.2418;5.5896;RCP8.5;H3;2.56;10.69;933.27;80.13;85.87;7;13;33;
5535;44.2388;5.6896;RCP8.5;H3;2.54;9.7;929.21;76.97;94;7;11;34;
5536;44.2357;5.7895;RCP8.5;H3;2.51;9.46;916.97;76.4;95;7;10;33;
5537;44.2325;5.8895;RCP8.5;H3;2.06;8.82;753.94;79.97;83.33;6;8;37;
5538;44.2292;5.9894;RCP8.5;H3;2.23;9.91;813.88;81.83;80.4;6;10;38;
5539;44.2258;6.0893;RCP8.5;H3;2.14;9.92;781.01;83.4;76.83;6;10;38;
